annual_income,is_bpl,rural,household_size,age,gender,education_level,employment_status,applied_other_scheme_before,benefited_other_scheme_before,state,avg_income_per_capita,literacy_rate,poverty_rate,sc_population,sc_literacy_rate,sc_population_share_among_sc,priority_score
76071.57866317111,1,1,2,32.73111698298338,Female,Secondary,Unemployed,0,0,Uttarakhand               ,184002.0,0.788,0.3151,1892516.0,0.7441           ,0.0109,0.8185622730589933
240607.73242305196,1,1,3,73.47384042104136,Male,None,Unemployed,1,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.728747863625762
34795.23575060185,1,0,4,37.06253982324251,Male,Secondary,Salaried,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.6783573215429743
97559.5898193389,0,0,3,49.43554955157978,Female,Primary,Casual Labor,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.7536694395530817
20944.20666475704,1,1,7,49.94214365453291,Female,Graduate,Self Employed,0,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,1.0
61761.029552651744,0,0,4,36.099910792667735,Male,Secondary,Casual Labor,1,0,Uttarakhand               ,184002.0,0.788,0.3151,1892516.0,0.7441           ,0.0109,0.6214825142861121
22794.112901098582,1,1,5,42.48755693573577,Female,None,Salaried,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.8574111336979725
71833.88109041225,0,0,4,18.0,Female,Graduate,Casual Labor,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.8465622662178862
36612.543812051576,1,1,3,26.482750909492744,Female,Graduate,Unemployed,0,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.8082084046680946
75507.50209625762,0,1,2,18.0,Male,Primary,Casual Labor,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.6995708115409781
146090.33473960875,1,1,4,20.430062733182545,Female,Primary,Casual Labor,0,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.816361947579391
48049.10322150287,1,1,3,41.48007954208195,Female,Primary,Self Employed,0,1,Assam                     ,90482.0,0.722,0.3198,2231321.0,0.7699           ,0.0129,0.5419432925831124
169462.55553842228,1,1,2,36.6048428497594,Male,Graduate,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.8067112527219796
36324.93176994779,0,0,6,57.280366789012824,Female,Primary,Unemployed,0,0,Chhattisgarh              ,104788.0,0.703,0.3993,3274269.0,0.7076           ,0.0189,0.9278400752952539
300000.0,1,0,5,42.23594273782124,Male,None,Unemployed,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.46281378201806017
51791.99948234739,1,1,2,35.7732841236845,Female,Graduate,Self Employed,0,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.7121844980353693
101943.91230316919,0,0,5,30.87315920242536,Male,Secondary,Salaried,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.6650643101912904
48296.48366205622,1,0,7,35.782381328834,Female,Primary,Casual Labor,0,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.9769265341256166
38146.40039913109,0,1,5,45.00896305273957,Male,Graduate,Unemployed,0,0,Karnataka                 ,221310.0,0.754,0.2091,10474992.0,0.6533           ,0.0604,0.893339748999741
32604.29528308923,1,1,2,29.412310434110196,Male,Secondary,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.9995051112174691
42194.175074394756,1,1,1,34.977253340602324,Male,Secondary,Salaried,0,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.81756396842003
85977.42460466872,1,1,5,18.0,Male,Graduate,Casual Labor,0,0,Odisha                    ,102166.0,0.729,0.0819,7188463.0,0.6902           ,0.0415,0.7937409104554487
86904.29286341248,0,0,9,23.024633714521492,Male,Graduate,Self Employed,0,0,Karnataka                 ,221310.0,0.754,0.2091,10474992.0,0.6533           ,0.0604,0.6297498635561475
53882.474361190754,0,1,5,43.64140184569255,Female,Primary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7876592861171501
37963.23055217312,0,1,3,39.062689581168556,Female,Secondary,Casual Labor,1,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,1.0
92923.90803484095,1,0,10,58.34533884700252,Male,Primary,Casual Labor,1,1,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.5084611496834409
53043.8966585454,1,0,3,41.467601358740836,Female,None,Salaried,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.855978664969621
276448.1242500139,1,1,6,18.0,Male,Secondary,Self Employed,0,0,Jharkhand                 ,71071.0,0.664,0.3696,3985644.0,0.5589           ,0.023,0.5515607283256628
20000.0,1,1,5,44.58457217880442,Male,Secondary,Self Employed,0,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.44324441127234804
42904.601783796184,1,0,5,50.738272773222505,Female,None,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.9455035313015658
46065.81978422503,0,1,4,53.00530408384822,Male,Graduate,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.6045814527551113
54344.55612142252,1,1,9,34.83407478537612,Male,Primary,Self Employed,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.8426088910992153
53391.89162138799,0,1,7,51.437607233776575,Male,Graduate,Unemployed,0,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.7894603284720796
56610.53702788725,1,1,1,18.284375009673028,Male,Secondary,Self Employed,1,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.9015105513760958
48804.9387426342,1,0,3,31.226012158823146,Male,None,Unemployed,1,0,Odisha                    ,102166.0,0.729,0.0819,7188463.0,0.6902           ,0.0415,0.47060985617926726
89608.39979038747,1,1,3,31.606911064250845,Male,Secondary,Casual Labor,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.9521334181653313
94922.58816478708,1,0,3,45.91517438254415,Male,Secondary,Salaried,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.6923928972836246
20330.469293355913,1,1,6,27.609245173996804,Female,Graduate,Casual Labor,1,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,1.0
37419.45479293831,0,0,2,46.971325380478405,Male,Primary,Salaried,0,1,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.2790789717789838
247276.96618847683,0,1,5,34.47552661403477,Female,Secondary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.41319140654895936
40571.20709035771,1,0,4,23.843864599134022,Male,None,Unemployed,1,1,Odisha                    ,102166.0,0.729,0.0819,7188463.0,0.6902           ,0.0415,0.2568124632949422
27143.427725526948,0,1,6,51.29437721749122,Male,None,Casual Labor,1,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.338731440123727
141206.4763692319,1,1,4,61.4792133585971,Female,Graduate,Salaried,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.9989999536140206
44944.03248651218,0,1,2,59.384702301284726,Male,Primary,Self Employed,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.8487947510126662
72584.89366939843,1,0,1,43.94889896619922,Female,None,Unemployed,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.8044538005731193
174994.12259863794,0,0,5,32.024769626994285,Male,Graduate,Salaried,0,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.6225054910344776
24133.000876775073,0,1,5,34.02676512779212,Male,Graduate,Self Employed,1,0,Delhi                     ,331112.0,0.862,0.0509,2812309.0,0.7889           ,0.0162,0.6733476484001475
90553.81913190892,1,1,6,37.78685258169349,Female,None,Unemployed,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.8231045822788888
37371.01456414183,1,1,3,40.093003477832525,Male,Graduate,Casual Labor,1,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.8242667718779152
51759.338547418694,1,0,4,25.39787692815161,Male,Secondary,Salaried,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.8532127763087752
60701.493515310256,1,1,6,42.17888932488701,Female,Primary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,1.0
85713.74980250874,1,1,4,35.18102775048098,Male,Secondary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.4792140930017999
20000.0,1,1,3,25.278475497045566,Male,Secondary,Self Employed,1,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,1.0
70103.4691538299,0,0,6,42.38860927870985,Female,None,Unemployed,0,1,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.27436260030829523
48229.80414878075,1,1,2,43.27209508804325,Male,Secondary,Casual Labor,1,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.8570395067960789
39546.77672490264,1,1,2,26.95980863031619,Female,Graduate,Unemployed,1,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,1.0
35572.02460280321,1,1,7,24.568620672526713,Female,Graduate,Casual Labor,0,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.867961644974043
50191.8368239197,1,0,2,50.381147521757924,Female,Graduate,Salaried,0,1,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.4562931124977321
23354.734047046808,1,1,4,33.591513112886496,Male,Primary,Unemployed,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.950805862488572
112485.25831859662,1,1,4,18.91522569624755,Female,Secondary,Casual Labor,0,0,Chhattisgarh              ,104788.0,0.703,0.3993,3274269.0,0.7076           ,0.0189,0.9321217543660576
44391.52495926363,1,1,4,18.0,Female,Secondary,Self Employed,0,0,Kerala                    ,194322.0,0.941,0.0705,3039573.0,0.8873           ,0.0175,0.8491464612409647
28950.137326471988,0,0,5,66.58509917407703,Male,Primary,Unemployed,1,0,Haryana                   ,229065.0,0.758,0.1168,5113615.0,0.6685           ,0.0295,0.7284100433615215
73051.0217968014,1,0,6,23.259102549583062,Male,Graduate,Unemployed,0,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.43017094917577287
89643.91710328986,0,0,5,23.740410528129782,Female,Primary,Self Employed,0,1,Haryana                   ,229065.0,0.758,0.1168,5113615.0,0.6685           ,0.0295,0.0
134348.96476540892,1,0,4,35.35524264892693,Female,None,Unemployed,1,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.4319132891876295
152024.55859358478,1,1,4,45.62081697134996,Male,Graduate,Salaried,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.5260076572052974
28982.2632673882,1,1,3,61.99513089448575,Female,Secondary,Self Employed,0,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.8234571794039188
32182.56834311997,1,1,4,35.36396964498485,Male,Secondary,Unemployed,0,0,Karnataka                 ,221310.0,0.754,0.2091,10474992.0,0.6533           ,0.0604,1.0
79171.01998501182,0,1,4,46.51940368661403,Female,Primary,Salaried,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.8672922857738266
37339.13435944707,1,0,7,35.961049071956744,Male,Secondary,Self Employed,1,0,Karnataka                 ,221310.0,0.754,0.2091,10474992.0,0.6533           ,0.0604,0.81599310936923
75044.46575862844,1,1,7,51.27472367104635,Female,Secondary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7254761087572159
48502.80380501393,1,1,5,48.374476162470735,Male,Graduate,Unemployed,0,0,Haryana                   ,229065.0,0.758,0.1168,5113615.0,0.6685           ,0.0295,0.7182629451204504
43971.6221253375,1,0,5,38.313168687322886,Female,Secondary,Unemployed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.8408669633968675
122420.7151814548,1,1,4,55.37218697196022,Male,Secondary,Self Employed,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.5967526519485845
297200.73767754214,1,0,1,21.820700782170036,Female,Primary,Casual Labor,0,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.40801664303026397
24953.45728766008,0,0,5,28.64562619794598,Female,Secondary,Unemployed,0,1,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.2422717932285398
30434.34644386445,1,0,2,24.60615606386046,Female,Primary,Self Employed,0,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.9327096983100914
27383.89475387179,1,0,5,36.58491154248923,Male,Graduate,Salaried,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.7149595722159504
52678.793066006205,1,1,7,38.04707540569048,Female,Primary,Casual Labor,0,0,Haryana                   ,229065.0,0.758,0.1168,5113615.0,0.6685           ,0.0295,0.8194511532642318
25254.274094706634,1,1,5,46.392985658475624,Female,Primary,Casual Labor,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.8920458024550512
20000.0,0,1,9,30.310575817926612,Male,Secondary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.37666529144029237
20000.0,1,0,7,21.104120670903782,Male,Secondary,Casual Labor,0,0,Chhattisgarh              ,104788.0,0.703,0.3993,3274269.0,0.7076           ,0.0189,1.0
20000.0,1,1,4,37.513554062750885,Female,Secondary,Self Employed,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,1.0
300000.0,0,0,7,40.79953757674931,Male,None,Self Employed,0,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.3166337898832554
104646.40055561477,0,1,1,55.63395473248434,Female,None,Self Employed,1,0,Gujarat                   ,212821.0,0.78,0.1663,4074447.0,0.7918           ,0.0235,0.5470387796884282
90680.82420048943,1,1,3,45.18386158918383,Male,Primary,Self Employed,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.5933298119351682
26253.78591919977,0,1,1,37.77401795219958,Male,Secondary,Casual Labor,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.6852297134627561
177639.57938376442,1,1,1,33.15391373128348,Female,Secondary,Salaried,0,0,Haryana                   ,229065.0,0.758,0.1168,5113615.0,0.6685           ,0.0295,0.6070555916761442
51035.42121175134,0,0,2,57.41840028364243,Female,Secondary,Salaried,0,1,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.2664161332264149
51074.55801901856,0,1,4,18.0,Male,None,Casual Labor,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.7462028293003864
33817.57476716588,0,1,4,35.45812234129756,Female,Secondary,Casual Labor,0,0,Jharkhand                 ,71071.0,0.664,0.3696,3985644.0,0.5589           ,0.023,0.8327365138721038
176940.972403536,1,1,6,37.88063309506199,Female,Primary,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.6638531603328206
93281.25818224782,1,1,5,41.72163106021537,Male,None,Unemployed,0,0,Karnataka                 ,221310.0,0.754,0.2091,10474992.0,0.6533           ,0.0604,0.8651807361886098
204876.9314722497,1,1,3,18.0,Male,Graduate,Unemployed,1,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.5623729796121735
21458.55944626918,1,0,3,43.668450322334635,Female,Secondary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.9446359211969235
49780.47316405727,1,1,3,53.92883667359426,Male,Primary,Salaried,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.8999232419555693
55521.80289327637,1,0,6,35.16879913842088,Male,None,Salaried,1,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.9195683772167875
106131.94385398498,0,1,3,18.773829625564815,Male,Secondary,Casual Labor,0,0,Gujarat                   ,212821.0,0.78,0.1663,4074447.0,0.7918           ,0.0235,0.38933707692848696
52700.872088553326,1,1,6,28.020416581147032,Male,Secondary,Unemployed,0,0,Delhi                     ,331112.0,0.862,0.0509,2812309.0,0.7889           ,0.0162,0.6052246295206218
83691.41353821952,0,1,4,18.0,Male,Graduate,Casual Labor,0,0,Himachal Pradesh          ,183333.0,0.828,0.0806,1729252.0,0.7892           ,0.0099,0.3856164634941202
66440.50092254246,0,1,2,34.04311672010958,Male,Secondary,Unemployed,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.7268438696357316
20000.0,0,1,4,39.700140795037946,Female,Graduate,Self Employed,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.7573659428921463
143963.08957243423,0,1,10,47.161315076022426,Female,Secondary,Unemployed,1,0,Gujarat                   ,212821.0,0.78,0.1663,4074447.0,0.7918           ,0.0235,0.566095499687312
20071.819758210568,0,1,5,25.70370893160177,Female,Primary,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.6351001843313477
21365.886980373092,1,1,2,61.87164043848211,Female,Primary,Unemployed,0,0,Kerala                    ,194322.0,0.941,0.0705,3039573.0,0.8873           ,0.0175,0.9572515366500034
248484.03518379296,1,1,5,21.295248300002008,Male,Primary,Casual Labor,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.5954909978561768
49290.62079356895,0,1,5,43.90003937655473,Male,Graduate,Casual Labor,0,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.30368593761752544
36202.56055986152,1,1,4,46.57459389800776,Female,Primary,Casual Labor,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,1.0
20000.0,1,1,4,31.191942868240503,Male,None,Self Employed,0,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.5699673196310209
30411.164038771123,1,1,1,34.92230752414336,Female,Secondary,Unemployed,0,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.9012792024024568
32098.875852156976,0,1,5,18.0,Male,Primary,Self Employed,1,1,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.21111584089759217
109993.31462511113,0,1,1,53.96921141581481,Male,Primary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.573142323883693
30749.853453854692,1,1,7,48.58886648011553,Female,Primary,Self Employed,1,0,Jammu & Kashmir           ,102803.0,0.677,0.1035,924991.0,0.7016           ,0.0053,1.0
60964.92595051071,1,0,6,20.992715795796116,Male,Secondary,Salaried,1,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.6559911765345329
185699.33479420037,0,1,3,37.87308646051797,Female,Secondary,Unemployed,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.7322024962845108
20000.0,0,1,3,34.498926280603634,Male,Primary,Unemployed,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.749502964817535
157486.29857160745,0,1,6,25.171548207776034,Male,Primary,Self Employed,0,0,Haryana                   ,229065.0,0.758,0.1168,5113615.0,0.6685           ,0.0295,0.26046859537561595
88909.1220374465,1,1,3,22.064223348396478,Male,Graduate,Self Employed,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.7743215646511795
92818.01561677197,1,1,3,42.02553094485076,Female,None,Unemployed,0,1,Assam                     ,90482.0,0.722,0.3198,2231321.0,0.7699           ,0.0129,0.4768577831262008
41499.18903968713,0,0,4,29.331594827736133,Female,Primary,Casual Labor,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.7121857400751742
45673.58455775494,1,1,8,29.87310677715906,Male,Graduate,Unemployed,0,0,Karnataka                 ,221310.0,0.754,0.2091,10474992.0,0.6533           ,0.0604,0.873075758672414
20000.0,1,1,4,18.19227843520434,Male,Primary,Self Employed,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.7931889644887781
20000.0,0,1,4,18.0,Female,Graduate,Unemployed,1,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.7697755293611205
53333.58335514701,0,0,5,47.11781475194566,Male,Graduate,Self Employed,0,0,Chhattisgarh              ,104788.0,0.703,0.3993,3274269.0,0.7076           ,0.0189,0.7936201906342006
55104.640096579475,1,0,3,39.12452358564953,Male,Primary,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7973740460684112
23018.73530788597,0,1,5,34.87907561039626,Male,None,Salaried,0,0,Haryana                   ,229065.0,0.758,0.1168,5113615.0,0.6685           ,0.0295,0.6843184109265947
67947.40126233353,1,1,4,39.779051636489555,Male,None,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.9923139044684535
30026.32281527634,1,1,4,21.356724183128463,Female,None,Salaried,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.7558814389747421
30927.594537719415,1,1,3,42.42410471871133,Male,None,Self Employed,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.9308946778025655
20000.0,1,1,5,35.69904341747373,Male,None,Unemployed,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.9394390588174191
39167.85281149497,0,0,8,18.0,Female,Graduate,Casual Labor,0,1,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.25474963827179076
45290.552518729775,1,0,2,38.870779969209394,Female,Graduate,Unemployed,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.8554614135330156
88697.1451832153,0,0,4,18.0,Female,Primary,Unemployed,1,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.513189899899563
100706.76042375481,0,1,1,28.29988845890309,Male,Primary,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.6232154994264155
53952.18987227888,0,0,2,36.33928762216082,Male,Secondary,Casual Labor,0,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.6589071355569904
41225.650837196576,1,0,3,36.833218595524386,Male,Secondary,Unemployed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.8101666787380265
20000.0,1,0,3,30.194793297212456,Male,Graduate,Self Employed,0,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.6844466175361167
122453.63914391187,1,1,5,27.416013405979,Female,Primary,Unemployed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.8821789823933093
151886.14297900134,0,1,6,21.42326600866488,Male,Primary,Casual Labor,1,1,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.0
99750.38272103916,1,1,2,33.09051557689408,Female,Primary,Casual Labor,1,0,Gujarat                   ,212821.0,0.78,0.1663,4074447.0,0.7918           ,0.0235,0.8325802028945495
56121.848670685955,1,1,2,54.169811482407425,Female,Graduate,Casual Labor,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.9805224185511802
110477.86157540797,0,1,2,27.15360634910424,Male,None,Casual Labor,1,1,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.16406759603179355
258537.08526248205,1,1,7,35.170934850321196,Male,Graduate,Casual Labor,1,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.6941409341610144
83858.60856918491,0,1,6,42.706099913794006,Male,Secondary,Unemployed,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.8925237285971274
45422.92531531918,0,1,2,48.6116191969952,Male,Primary,Unemployed,0,0,Odisha                    ,102166.0,0.729,0.0819,7188463.0,0.6902           ,0.0415,0.38384087343488693
76845.24158610695,1,1,6,20.8512163298154,Female,Secondary,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.9618104694862069
48424.15306089877,1,1,2,42.11294667043997,Female,Graduate,Casual Labor,0,0,Haryana                   ,229065.0,0.758,0.1168,5113615.0,0.6685           ,0.0295,0.8827475369857144
51638.94179286746,1,0,4,24.17288008333156,Female,Primary,Casual Labor,0,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.7211701961665201
82909.7830949495,1,1,6,24.834350455003424,Female,Secondary,Casual Labor,0,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.9993336867447074
77535.24041952129,0,1,6,18.0,Male,Secondary,Casual Labor,0,1,Gujarat                   ,212821.0,0.78,0.1663,4074447.0,0.7918           ,0.0235,0.08164293922965231
20000.0,1,1,7,34.19226169197419,Male,None,Casual Labor,1,0,Himachal Pradesh          ,183333.0,0.828,0.0806,1729252.0,0.7892           ,0.0099,0.88961521098913
110231.2173698822,1,1,1,33.67669079884291,Male,Primary,Casual Labor,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.7159289841260673
46386.04196250636,1,1,4,26.509617404951882,Female,None,Unemployed,1,0,Gujarat                   ,212821.0,0.78,0.1663,4074447.0,0.7918           ,0.0235,1.0
56512.446703083224,0,1,5,26.520413110453994,Female,Primary,Self Employed,0,0,Chhattisgarh              ,104788.0,0.703,0.3993,3274269.0,0.7076           ,0.0189,0.8263301224447712
20000.0,1,1,3,33.81023583144796,Male,Primary,Self Employed,0,1,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.7092260624947733
